order_id,order_date,customer_id,product_id,channel,payment_id,payment_method,quantity,unit_price,discount,net_sales,paid_at
ORD000220,2026-01-12 20:20:00,C0135,P037,Marketplace,PAY000220,Credit Card,1,24605.0,0.0,24605.0,2026-01-12T22:17:00
ORD000221,2026-01-25 21:10:00,C0157,P008,Marketplace,PAY000221,Credit Card,4,523.95,0.05,1991.01,2026-01-25T21:26:00
ORD000222,2026-01-23 20:37:00,C0109,P027,Mobile App,PAY000222,Credit Card,1,24605.0,0.1,22144.5,2026-01-23T22:07:00
ORD000223,2026-01-17 01:11:00,C0051,P014,Marketplace,PAY000223,PromptPay,2,940.5,0.0,1881.0,2026-01-17T01:44:00
ORD000224,2026-01-14 21:18:00,C0012,P031,Web,PAY000224,PromptPay,1,1490.0,0.0,1490.0,2026-01-14T22:01:00
ORD000225,2026-01-16 05:19:00,C0135,P025,Mobile App,PAY000225,PromptPay,1,23310.0,0.05,22144.5,2026-01-16T06:29:00
ORD000226,2026-01-08 17:35:00,C0064,P003,Mobile App,PAY000226,Credit Card,3,23310.0,0.0,69930.0,2026-01-08T18:59:00
ORD000227,2026-01-02 17:13:00,C0007,P016,Marketplace,PAY000227,Bank Transfer,1,1490.0,0.0,1490.0,2026-01-02T19:15:00
ORD000228,2026-01-17 20:14:00,C0053,P028,Web,PAY000228,Credit Card,3,299.0,0.0,897.0,2026-01-17T21:37:00
ORD000229,2026-01-08 13:18:00,C0008,P017,Mobile App,PAY000229,Bank Transfer,2,940.5,0.0,1881.0,2026-01-08T14:50:00
ORD000230,2026-01-19 20:00:00,C0160,P015,Web,PAY000230,PromptPay,4,299.0,0.1,1076.4,2026-01-19T20:18:00
ORD000231,2026-01-11 10:24:00,C0033,P038,Web,PAY000231,Credit Card,1,12900.0,0.0,12900.0,2026-01-11T10:38:00
ORD000232,2026-01-08 03:01:00,C0004,P008,Marketplace,PAY000232,PromptPay,1,499.0,0.05,474.05,2026-01-08T03:06:00
ORD000233,2026-01-18 08:14:00,C0085,P007,Marketplace,PAY000233,PromptPay,2,25900.0,0.0,51800.0,2026-01-18T09:31:00
ORD000234,2026-01-06 03:24:00,C0025,P026,Marketplace,PAY000234,Bank Transfer,2,12900.0,0.0,25800.0,2026-01-06T04:58:00
ORD000235,2026-01-12 09:30:00,C0087,P030,Marketplace,PAY000235,PromptPay,3,499.0,0.0,1497.0,2026-01-12T11:42:00
ORD000236,2026-01-19 05:22:00,C0068,P027,Marketplace,PAY000236,Bank Transfer,1,23310.0,0.05,22144.5,2026-01-19T05:28:00
ORD000237,2026-01-17 04:02:00,C0020,P030,Web,PAY000237,Bank Transfer,3,523.95,0.1,1414.67,2026-01-17T04:13:00
ORD000238,2026-01-10 23:15:00,C0140,P034,Marketplace,PAY000238,Bank Transfer,2,313.95,0.0,627.9,2026-01-11T02:11:00
ORD000239,2026-01-27 08:24:00,C0044,P004,Marketplace,PAY000239,Credit Card,2,1490.0,0.0,2980.0,2026-01-27T08:51:00
ORD000240,2026-01-01 04:54:00,C0091,P018,Mobile App,PAY000240,PromptPay,1,3990.0,0.0,3990.0,2026-01-01T06:09:00
ORD000241,2026-01-24 06:52:00,C0003,P026,Web,PAY000241,Credit Card,3,12255.0,0.0,36765.0,2026-01-24T09:08:00
ORD000242,2026-01-08 00:54:00,C0106,P016,Web,PAY000242,Credit Card,2,1490.0,0.0,2980.0,2026-01-08T03:54:00
ORD000243,2026-01-19 16:38:00,C0129,P013,Mobile App,PAY000243,Bank Transfer,3,499.0,0.1,1347.3,2026-01-19T17:52:00
ORD000244,2026-01-16 14:15:00,C0153,P029,Web,PAY000244,PromptPay,2,3990.0,0.05,7581.0,2026-01-16T16:05:00
ORD000245,2026-01-11 05:18:00,C0058,P031,Web,PAY000245,Credit Card,1,1415.5,0.1,1273.95,2026-01-11T06:59:00
ORD000246,2026-01-12 03:50:00,C0107,P028,Mobile App,PAY000246,Bank Transfer,1,269.1,0.05,255.64,2026-01-12T06:31:00
ORD000247,2026-01-20 00:13:00,C0025,P029,Web,PAY000247,PromptPay,2,4189.5,0.05,7960.05,2026-01-20T01:03:00
ORD000248,2026-01-14 08:37:00,C0144,P009,Mobile App,PAY000248,PromptPay,1,284.05,0.0,284.05,2026-01-14T08:56:00
ORD000249,2026-01-04 01:05:00,C0121,P008,Web,PAY000249,Credit Card,3,499.0,0.0,1497.0,2026-01-04T03:32:00
ORD000250,2026-01-20 22:06:00,C0160,P039,Web,PAY000250,Credit Card,3,891.0,0.05,2539.35,2026-01-20T23:00:00
ORD000251,2026-01-10 23:16:00,C0014,P010,Web,PAY000251,Bank Transfer,3,891.0,0.1,2405.7,2026-01-11T00:28:00
ORD000252,2026-01-12 07:49:00,C0068,P020,Web,PAY000252,Credit Card,1,449.1,0.1,404.19,2026-01-12T08:17:00
ORD000253,2026-01-05 12:14:00,C0139,P029,Marketplace,PAY000253,Bank Transfer,4,3990.0,0.1,14364.0,2026-01-05T14:03:00
ORD000254,2026-01-02 14:40:00,C0030,P012,Mobile App,PAY000254,Bank Transfer,2,990.0,0.0,1980.0,2026-01-02T16:51:00
ORD000255,2026-01-26 05:45:00,C0090,P010,Mobile App,PAY000255,PromptPay,2,940.5,0.0,1881.0,2026-01-26T08:04:00
ORD000257,2026-01-15 04:48:00,C0016,P014,Mobile App,PAY000257,Credit Card,1,990.0,0.05,940.5,2026-01-15T05:54:00
ORD000258,2026-01-02 00:35:00,C0050,P002,Web,PAY000258,PromptPay,4,1490.0,0.0,5960.0,2026-01-02T02:44:00
ORD000259,2026-01-18 01:24:00,C0102,P039,Marketplace,PAY000259,PromptPay,3,1039.5,0.1,2806.65,2026-01-18T02:01:00
ORD000260,2026-01-06 12:56:00,C0151,P029,Marketplace,PAY000260,Bank Transfer,4,4189.5,0.1,15082.2,2026-01-06T14:03:00
ORD000261,2026-01-19 00:17:00,C0037,P032,Web,PAY000261,Credit Card,1,25900.0,0.0,25900.0,2026-01-19T03:05:00
ORD000263,2026-01-21 09:23:00,C0019,P019,Mobile App,PAY000263,Bank Transfer,2,3990.0,0.1,7182.0,2026-01-21T12:13:00
ORD000264,2026-01-15 23:38:00,C0110,P018,Mobile App,PAY000264,Bank Transfer,2,3990.0,0.1,7182.0,2026-01-16T01:52:00
ORD000265,2026-01-25 21:34:00,C0116,P031,Web,PAY000265,PromptPay,2,1490.0,0.05,2831.0,2026-01-25T22:52:00
ORD000268,2026-01-13 08:12:00,C0045,P018,Mobile App,PAY000268,Credit Card,3,3591.0,0.0,10773.0,2026-01-13T08:58:00
ORD000269,2026-01-16 02:11:00,C0115,P012,Marketplace,PAY000269,Bank Transfer,4,1039.5,0.0,4158.0,2026-01-16T03:31:00
ORD000270,2026-01-12 19:00:00,C0087,P030,Web,PAY000270,Bank Transfer,3,449.1,0.05,1279.94,2026-01-12T19:18:00
ORD000271,2026-01-07 11:25:00,C0091,P035,Web,PAY000271,Credit Card,2,23310.0,0.0,46620.0,2026-01-07T14:14:00
ORD000272,2026-01-19 03:26:00,C0159,P038,Mobile App,PAY000272,Credit Card,1,13545.0,0.0,13545.0,2026-01-19T04:25:00
ORD000273,2026-01-12 05:23:00,C0008,P005,Mobile App,PAY000273,Credit Card,1,269.1,0.0,269.1,2026-01-12T06:20:00
ORD000274,2026-01-10 19:46:00,C0157,P028,Web,PAY000274,PromptPay,2,299.0,0.0,598.0,2026-01-10T22:12:00
ORD000275,2026-01-28 07:37:00,C0031,P032,Mobile App,PAY000275,Bank Transfer,1,23310.0,0.0,23310.0,2026-01-28T08:56:00
ORD000277,2026-01-08 09:08:00,C0007,P009,Marketplace,PAY000277,Bank Transfer,3,299.0,0.0,897.0,2026-01-08T11:22:00
ORD000278,2026-01-09 23:49:00,C0002,P015,Marketplace,PAY000278,Credit Card,2,313.95,0.0,627.9,2026-01-10T02:25:00
ORD000279,2026-01-21 01:07:00,C0004,P040,Mobile App,PAY000279,PromptPay,2,3990.0,0.0,7980.0,2026-01-21T02:34:00
ORD000280,2026-01-27 03:52:00,C0101,P004,Web,PAY000280,Credit Card,2,1490.0,0.05,2831.0,2026-01-27T04:58:00
ORD000281,2026-01-04 23:47:00,C0099,P011,Mobile App,PAY000281,Bank Transfer,1,23310.0,0.0,23310.0,2026-01-05T01:18:00
ORD000282,2026-01-18 02:19:00,C0137,P026,Marketplace,PAY000282,PromptPay,1,12900.0,0.0,12900.0,2026-01-18T04:13:00
ORD000283,2026-01-05 22:30:00,C0078,P010,Web,PAY000283,PromptPay,2,1039.5,0.0,2079.0,2026-01-05T22:38:00
ORD000284,2026-01-07 09:47:00,C0115,P035,Web,PAY000284,PromptPay,3,25900.0,0.0,77700.0,2026-01-07T11:53:00
ORD000286,2026-01-25 11:47:00,C0106,P027,Marketplace,PAY000286,PromptPay,2,25900.0,0.05,49210.0,2026-01-25T13:38:00
ORD000287,2026-01-17 00:04:00,C0074,P026,Marketplace,PAY000287,Bank Transfer,1,12255.0,0.0,12255.0,2026-01-17T02:51:00
ORD000288,2026-01-07 04:21:00,C0005,P029,Marketplace,PAY000288,PromptPay,3,3990.0,0.0,11970.0,2026-01-07T04:36:00
ORD000289,2026-01-15 09:31:00,C0083,P029,Marketplace,PAY000289,Bank Transfer,3,3790.5,0.0,11371.5,2026-01-15T09:43:00
ORD000290,2026-01-12 13:01:00,C0038,P034,Web,PAY000290,Credit Card,4,299.0,0.0,1196.0,2026-01-12T14:21:00
ORD000291,2026-01-27 10:12:00,C0158,P036,Mobile App,PAY000291,PromptPay,3,299.0,0.1,807.3,2026-01-27T10:43:00
ORD000292,2026-01-24 12:23:00,C0130,P013,Mobile App,PAY000292,Bank Transfer,1,474.05,0.05,450.35,2026-01-24T14:47:00
ORD000293,2026-01-12 19:17:00,C0048,P037,Web,PAY000293,PromptPay,3,24605.0,0.0,73815.0,2026-01-12T20:54:00
ORD000295,2026-01-04 05:04:00,C0054,P036,Mobile App,PAY000295,PromptPay,2,313.95,0.1,565.11,2026-01-04T05:52:00
ORD000296,2026-01-16 06:57:00,C0104,P036,Marketplace,PAY000296,Bank Transfer,1,284.05,0.0,284.05,2026-01-16T07:02:00
ORD000297,2026-01-15 13:14:00,C0123,P019,Mobile App,PAY000297,PromptPay,2,3990.0,0.05,7581.0,2026-01-15T15:38:00
ORD000298,2026-01-27 17:42:00,C0122,P039,Marketplace,PAY000298,Credit Card,2,891.0,0.1,1603.8,2026-01-27T19:15:00
ORD000299,2026-01-02 22:35:00,C0009,P021,Web,PAY000299,Bank Transfer,3,24605.0,0.1,66433.5,2026-01-03T00:20:00
ORD000300,2026-01-20 05:53:00,C0138,P009,Web,PAY000300,PromptPay,2,269.1,0.1,484.38,2026-01-20T06:26:00
ORD000301,2026-01-12 08:38:00,C0013,P040,Marketplace,PAY000301,Bank Transfer,4,3990.0,0.0,15960.0,2026-01-12T10:45:00
ORD000302,2026-01-02 04:34:00,C0081,P026,Mobile App,PAY000302,PromptPay,1,11610.0,0.05,11029.5,2026-01-02T06:41:00
ORD000303,2026-01-20 15:52:00,C0101,P026,Marketplace,PAY000303,PromptPay,4,12900.0,0.0,51600.0,2026-01-20T17:24:00
ORD000304,2026-01-04 19:27:00,C0147,P009,Mobile App,PAY000304,Credit Card,4,313.95,0.0,1255.8,2026-01-04T21:36:00
ORD000305,2026-01-26 21:33:00,C0116,P030,Web,PAY000305,Credit Card,1,499.0,0.05,474.05,2026-01-27T00:16:00
ORD000306,2026-01-22 16:20:00,C0126,P032,Mobile App,PAY000306,PromptPay,1,27195.0,0.0,27195.0,2026-01-22T16:52:00
ORD000307,2026-01-14 05:12:00,C0109,P039,Web,PAY000307,Credit Card,3,1039.5,0.0,3118.5,2026-01-14T06:46:00
ORD000308,2026-01-06 21:33:00,C0019,P037,Marketplace,PAY000308,Credit Card,4,23310.0,0.0,93240.0,2026-01-06T22:49:00
ORD000309,2026-01-16 01:10:00,C0081,P015,Marketplace,PAY000309,PromptPay,1,299.0,0.0,299.0,2026-01-16T02:32:00
ORD000311,2026-01-13 17:06:00,C0144,P032,Mobile App,PAY000311,PromptPay,3,25900.0,0.1,69930.0,2026-01-13T17:17:00
ORD000312,2026-01-04 13:24:00,C0011,P026,Mobile App,PAY000312,PromptPay,1,12900.0,0.0,12900.0,2026-01-04T14:00:00
ORD000315,2026-01-21 13:58:00,C0037,P016,Marketplace,PAY000315,Bank Transfer,1,1564.5,0.0,1564.5,2026-01-21T14:19:00
ORD000316,2026-01-15 06:25:00,C0140,P021,Web,PAY000316,Credit Card,1,27195.0,0.0,27195.0,2026-01-15T09:11:00
ORD000317,2026-01-26 07:49:00,C0068,P022,Marketplace,PAY000317,Bank Transfer,1,499.0,0.0,499.0,2026-01-26T10:10:00
ORD000318,2026-01-04 17:13:00,C0008,P002,Mobile App,PAY000318,Credit Card,1,1490.0,0.0,1490.0,2026-01-04T17:44:00
ORD000319,2026-01-28 14:43:00,C0150,P013,Web,PAY000319,Bank Transfer,1,499.0,0.0,499.0,2026-01-28T17:09:00
ORD000320,2026-01-05 23:01:00,C0109,P008,Marketplace,PAY000320,Bank Transfer,1,523.95,0.0,523.95,2026-01-06T00:18:00
ORD000321,2026-01-04 08:53:00,C0079,P014,Mobile App,PAY000321,Bank Transfer,1,990.0,0.1,891.0,2026-01-04T10:21:00
ORD000323,2026-01-28 04:05:00,C0151,P032,Mobile App,PAY000323,Credit Card,1,25900.0,0.0,25900.0,2026-01-28T04:59:00
ORD000324,2026-01-13 14:46:00,C0044,P039,Mobile App,PAY000324,Bank Transfer,3,891.0,0.1,2405.7,2026-01-13T17:04:00
ORD000325,2026-01-07 06:28:00,C0012,P018,Mobile App,PAY000325,Credit Card,1,4189.5,0.0,4189.5,2026-01-07T08:31:00
ORD000327,2026-01-09 08:32:00,C0123,P020,Mobile App,PAY000327,PromptPay,3,474.05,0.0,1422.15,2026-01-09T10:26:00
ORD000328,2026-01-23 13:01:00,C0046,P016,Mobile App,PAY000328,PromptPay,2,1341.0,0.0,2682.0,2026-01-23T13:55:00
ORD000329,2026-01-24 00:32:00,C0140,P008,Marketplace,PAY000329,Bank Transfer,1,499.0,0.05,474.05,2026-01-24T03:18:00
ORD000330,2026-01-12 11:00:00,C0020,P028,Web,PAY000330,PromptPay,3,269.1,0.0,807.3,2026-01-12T11:50:00
ORD000331,2026-01-24 02:37:00,C0090,P035,Marketplace,PAY000331,Credit Card,1,24605.0,0.0,24605.0,2026-01-24T04:21:00
ORD000332,2026-01-23 04:50:00,C0135,P003,Marketplace,PAY000332,Bank Transfer,2,25900.0,0.05,49210.0,2026-01-23T05:08:00
ORD000333,2026-01-20 03:21:00,C0143,P011,Web,PAY000333,PromptPay,2,25900.0,0.0,51800.0,2026-01-20T05:27:00
ORD000334,2026-01-03 11:55:00,C0090,P021,Mobile App,PAY000334,Credit Card,1,24605.0,0.1,22144.5,2026-01-03T14:23:00
ORD000335,2026-01-18 07:01:00,C0114,P019,Web,PAY000335,Bank Transfer,2,3990.0,0.0,7980.0,2026-01-18T08:42:00
ORD000336,2026-01-27 00:17:00,C0058,P021,Marketplace,PAY000336,Bank Transfer,2,24605.0,0.0,49210.0,2026-01-27T01:36:00
ORD000337,2026-01-16 00:09:00,C0061,P019,Mobile App,PAY000337,Credit Card,1,3990.0,0.1,3591.0,2026-01-16T00:35:00
ORD000338,2026-01-27 15:41:00,C0036,P024,Marketplace,PAY000338,Bank Transfer,2,313.95,0.0,627.9,2026-01-27T17:48:00
ORD000339,2026-01-24 07:46:00,C0140,P003,Web,PAY000339,PromptPay,2,24605.0,0.0,49210.0,2026-01-24T08:27:00
ORD000340,2026-01-21 07:12:00,C0040,P005,Mobile App,PAY000340,Bank Transfer,3,313.95,0.0,941.85,2026-01-21T09:33:00
ORD000341,2026-01-24 01:27:00,C0159,P012,Marketplace,PAY000341,Bank Transfer,1,891.0,0.0,891.0,2026-01-24T03:27:00
ORD000342,2026-01-26 00:15:00,C0029,P036,Web,PAY000342,PromptPay,3,299.0,0.1,807.3,2026-01-26T01:32:00
ORD000343,2026-01-24 15:07:00,C0008,P033,Mobile App,PAY000343,PromptPay,4,12900.0,0.0,51600.0,2026-01-24T15:32:00
ORD000344,2026-01-03 07:19:00,C0140,P032,Marketplace,PAY000344,PromptPay,4,23310.0,0.0,93240.0,2026-01-03T08:00:00
ORD000345,2026-01-06 18:55:00,C0129,P012,Web,PAY000345,Bank Transfer,1,940.5,0.0,940.5,2026-01-06T20:15:00
ORD000346,2026-01-17 20:22:00,C0018,P021,Web,PAY000346,Bank Transfer,4,24605.0,0.0,98420.0,2026-01-17T21:14:00
ORD000348,2026-01-08 09:01:00,C0079,P010,Marketplace,PAY000348,Credit Card,4,891.0,0.0,3564.0,2026-01-08T10:08:00
ORD000349,2026-01-13 15:09:00,C0011,P027,Mobile App,PAY000349,Bank Transfer,4,23310.0,0.1,83916.0,2026-01-13T16:38:00
ORD000350,2026-01-11 09:57:00,C0155,P024,Mobile App,PAY000350,Credit Card,2,269.1,0.05,511.29,2026-01-11T11:09:00
ORD000351,2026-01-17 17:41:00,C0119,P030,Marketplace,PAY000351,Credit Card,2,499.0,0.0,998.0,2026-01-17T18:25:00
ORD000352,2026-01-21 13:44:00,C0076,P022,Marketplace,PAY000352,Bank Transfer,1,449.1,0.05,426.64,2026-01-21T14:08:00
ORD000353,2026-01-22 13:13:00,C0032,P006,Marketplace,PAY000353,Bank Transfer,1,299.0,0.0,299.0,2026-01-22T15:41:00
ORD000354,2026-01-19 08:37:00,C0032,P023,Marketplace,PAY000354,Bank Transfer,1,299.0,0.0,299.0,2026-01-19T10:06:00
ORD000355,2026-01-10 07:21:00,C0112,P016,Marketplace,PAY000355,Bank Transfer,1,1564.5,0.0,1564.5,2026-01-10T07:25:00
ORD000356,2026-01-02 23:47:00,C0158,P016,Marketplace,PAY000356,Credit Card,2,1564.5,0.05,2972.55,2026-01-03T01:50:00
ORD000357,2026-01-18 15:19:00,C0087,P020,Marketplace,PAY000357,Credit Card,2,449.1,0.05,853.29,2026-01-18T17:51:00
ORD000358,2026-01-05 18:00:00,C0063,P002,Mobile App,PAY000358,Credit Card,4,1415.5,0.1,5095.8,2026-01-05T18:03:00
ORD000359,2026-01-14 22:16:00,C0151,P016,Marketplace,PAY000359,Bank Transfer,1,1564.5,0.0,1564.5,2026-01-14T22:52:00
ORD000360,2026-01-24 07:27:00,C0009,P015,Marketplace,PAY000360,Credit Card,2,269.1,0.0,538.2,2026-01-24T09:45:00
ORD000056,2026-01-07 05:17:00,C0083,P017,Web,PAY000056,Bank Transfer,1,990.0,0.0,990.0,2026-01-07T07:02:00
ORD000361,2026-02-19 02:59:00,C0124,P019,Web,PAY000361,Bank Transfer,1,4189.5,0.05,3980.02,2026-02-19T05:29:00
ORD000362,2026-02-20 07:33:00,C0072,P039,Web,PAY000362,PromptPay,2,940.5,0.05,1786.95,2026-02-20T08:35:00
ORD000363,2026-02-08 06:17:00,C0136,P014,Mobile App,PAY000363,PromptPay,2,940.5,0.05,1786.95,2026-02-08T08:22:00
ORD000364,2026-02-16 06:58:00,C0077,P038,Web,PAY000364,Credit Card,2,12900.0,0.0,25800.0,2026-02-16T07:47:00
ORD000365,2026-02-23 13:30:00,C0139,P004,Marketplace,PAY000365,Credit Card,2,1490.0,0.0,2980.0,2026-02-23T13:35:00
ORD000366,2026-02-14 20:28:00,C0088,P004,Marketplace,PAY000366,Credit Card,1,1490.0,0.0,1490.0,2026-02-14T20:32:00
ORD000369,2026-02-22 01:54:00,C0037,P033,Mobile App,PAY000369,Credit Card,3,13545.0,0.0,40635.0,2026-02-22T03:25:00
ORD000370,2026-02-05 13:06:00,C0050,P006,Marketplace,PAY000370,PromptPay,2,284.05,0.05,539.7,2026-02-05T15:17:00
ORD000371,2026-02-06 02:30:00,C0155,P029,Web,PAY000371,PromptPay,4,3990.0,0.0,15960.0,2026-02-06T05:03:00
ORD000372,2026-02-03 18:30:00,C0096,P025,Mobile App,PAY000372,Bank Transfer,2,27195.0,0.1,48951.0,2026-02-03T20:56:00
ORD000373,2026-02-05 22:22:00,C0081,P028,Marketplace,PAY000373,Credit Card,1,269.1,0.05,255.64,2026-02-05T23:00:00
ORD000374,2026-02-12 03:57:00,C0101,P040,Web,PAY000374,Credit Card,1,3591.0,0.0,3591.0,2026-02-12T05:01:00
ORD000375,2026-02-16 10:59:00,C0034,P008,Web,PAY000375,PromptPay,1,474.05,0.05,450.35,2026-02-16T11:10:00
ORD000376,2026-02-26 11:51:00,C0155,P027,Mobile App,PAY000376,Credit Card,4,27195.0,0.0,108780.0,2026-02-26T13:45:00
ORD000377,2026-02-18 10:54:00,C0114,P014,Web,PAY000377,PromptPay,1,891.0,0.0,891.0,2026-02-18T13:06:00
ORD000378,2026-02-03 18:47:00,C0118,P002,Marketplace,PAY000378,Credit Card,4,1415.5,0.1,5095.8,2026-02-03T21:18:00
ORD000379,2026-02-26 21:04:00,C0002,P010,Mobile App,PAY000379,Credit Card,1,1039.5,0.05,987.52,2026-02-26T23:45:00
ORD000380,2026-02-04 17:51:00,C0045,P026,Web,PAY000380,PromptPay,3,11610.0,0.05,33088.5,2026-02-04T18:14:00
ORD000381,2026-02-09 10:43:00,C0077,P007,Mobile App,PAY000381,Bank Transfer,1,24605.0,0.0,24605.0,2026-02-09T13:34:00
ORD000384,2026-02-14 07:10:00,C0013,P038,Marketplace,PAY000384,PromptPay,1,13545.0,0.05,12867.75,2026-02-14T07:53:00
ORD000385,2026-02-12 03:57:00,C0089,P028,Web,PAY000385,Credit Card,4,299.0,0.0,1196.0,2026-02-12T06:23:00
ORD000387,2026-02-12 10:15:00,C0071,P028,Marketplace,PAY000387,Bank Transfer,4,313.95,0.0,1255.8,2026-02-12T11:47:00
ORD000388,2026-02-22 14:44:00,C0100,P018,Web,PAY000388,Credit Card,2,3591.0,0.0,7182.0,2026-02-22T17:25:00
ORD000389,2026-02-15 15:29:00,C0051,P032,Marketplace,PAY000389,Credit Card,2,25900.0,0.0,51800.0,2026-02-15T18:16:00
ORD000390,2026-02-04 07:56:00,C0159,P026,Mobile App,PAY000390,Bank Transfer,3,11610.0,0.0,34830.0,2026-02-04T09:09:00
ORD000391,2026-02-18 08:58:00,C0101,P020,Mobile App,PAY000391,Credit Card,2,449.1,0.0,898.2,2026-02-18T09:31:00
ORD000392,2026-02-26 06:39:00,C0107,P023,Mobile App,PAY000392,Credit Card,1,269.1,0.0,269.1,2026-02-26T08:14:00
ORD000394,2026-02-06 06:54:00,C0015,P007,Web,PAY000394,Bank Transfer,2,24605.0,0.1,44289.0,2026-02-06T09:38:00
ORD000395,2026-02-12 15:38:00,C0008,P020,Web,PAY000395,Bank Transfer,1,499.0,0.0,499.0,2026-02-12T15:41:00
ORD000397,2026-02-06 11:40:00,C0015,P040,Marketplace,PAY000397,PromptPay,2,3990.0,0.1,7182.0,2026-02-06T12:31:00
ORD000398,2026-02-20 16:01:00,C0095,P040,Marketplace,PAY000398,Credit Card,2,3990.0,0.0,7980.0,2026-02-20T17:09:00
ORD000400,2026-02-19 15:10:00,C0078,P035,Web,PAY000400,PromptPay,4,27195.0,0.0,108780.0,2026-02-19T17:01:00
ORD000401,2026-02-16 16:25:00,C0085,P013,Marketplace,PAY000401,Bank Transfer,3,499.0,0.1,1347.3,2026-02-16T18:28:00
ORD000402,2026-02-16 20:27:00,C0084,P030,Web,PAY000402,PromptPay,1,523.95,0.05,497.75,2026-02-16T23:00:00
ORD000403,2026-02-17 06:30:00,C0107,P031,Mobile App,PAY000403,Credit Card,1,1490.0,0.0,1490.0,2026-02-17T08:01:00
ORD000405,2026-02-27 09:47:00,C0070,P001,Marketplace,PAY000405,PromptPay,1,299.0,0.0,299.0,2026-02-27T10:57:00
ORD000406,2026-02-04 00:37:00,C0144,P035,Web,PAY000406,Credit Card,3,23310.0,0.0,69930.0,2026-02-04T01:48:00
ORD000407,2026-02-28 08:21:00,C0100,P027,Web,PAY000407,PromptPay,4,23310.0,0.1,83916.0,2026-02-28T11:09:00
ORD000408,2026-02-27 20:30:00,C0047,P032,Marketplace,PAY000408,PromptPay,2,25900.0,0.05,49210.0,2026-02-27T20:36:00
ORD000409,2026-02-17 18:03:00,C0071,P035,Mobile App,PAY000409,Credit Card,3,27195.0,0.0,81585.0,2026-02-17T18:22:00
ORD000411,2026-02-10 01:56:00,C0030,P025,Mobile App,PAY000411,Credit Card,1,25900.0,0.0,25900.0,2026-02-10T04:29:00
ORD000412,2026-02-11 23:14:00,C0088,P025,Web,PAY000412,Credit Card,2,25900.0,0.0,51800.0,2026-02-12T02:03:00
ORD000413,2026-02-12 05:32:00,C0125,P005,Web,PAY000413,Bank Transfer,2,313.95,0.0,627.9,2026-02-12T07:20:00
ORD000414,2026-02-18 15:53:00,C0072,P019,Web,PAY000414,Credit Card,1,3591.0,0.0,3591.0,2026-02-18T17:19:00
ORD000415,2026-02-15 12:42:00,C0007,P037,Marketplace,PAY000415,Credit Card,4,24605.0,0.0,98420.0,2026-02-15T13:09:00
ORD000418,2026-02-26 17:39:00,C0097,P018,Marketplace,PAY000418,Credit Card,2,3790.5,0.05,7201.95,2026-02-26T19:56:00
ORD000419,2026-02-12 23:28:00,C0015,P002,Marketplace,PAY000419,Bank Transfer,1,1341.0,0.1,1206.9,2026-02-13T02:09:00
ORD000420,2026-02-09 09:44:00,C0056,P021,Mobile App,PAY000420,Bank Transfer,1,23310.0,0.1,20979.0,2026-02-09T12:05:00
ORD000421,2026-02-14 04:43:00,C0160,P023,Marketplace,PAY000421,Bank Transfer,3,284.05,0.1,766.94,2026-02-14T06:37:00
ORD000422,2026-02-27 13:36:00,C0160,P001,Mobile App,PAY000422,PromptPay,3,299.0,0.0,897.0,2026-02-27T16:23:00
ORD000423,2026-02-04 18:44:00,C0047,P027,Web,PAY000423,Bank Transfer,4,24605.0,0.0,98420.0,2026-02-04T21:21:00
ORD000424,2026-02-19 22:35:00,C0002,P007,Web,PAY000424,Credit Card,1,24605.0,0.05,23374.75,2026-02-19T22:53:00
ORD000425,2026-02-17 18:53:00,C0145,P003,Web,PAY000425,PromptPay,2,25900.0,0.0,51800.0,2026-02-17T21:34:00
ORD000426,2026-02-25 09:55:00,C0043,P027,Web,PAY000426,Credit Card,4,25900.0,0.0,103600.0,2026-02-25T11:08:00
ORD000428,2026-02-01 09:32:00,C0036,P032,Mobile App,PAY000428,Bank Transfer,2,27195.0,0.0,54390.0,2026-02-01T11:02:00
ORD000429,2026-02-02 17:59:00,C0036,P004,Web,PAY000429,PromptPay,3,1490.0,0.0,4470.0,2026-02-02T20:32:00
ORD000431,2026-02-05 17:40:00,C0017,P019,Marketplace,PAY000431,Credit Card,1,3790.5,0.1,3411.45,2026-02-05T18:01:00
ORD000432,2026-02-04 04:23:00,C0119,P025,Marketplace,PAY000432,PromptPay,4,25900.0,0.0,103600.0,2026-02-04T06:56:00
ORD000433,2026-02-11 22:26:00,C0043,P009,Mobile App,PAY000433,Bank Transfer,2,284.05,0.05,539.7,2026-02-11T23:59:00
ORD000434,2026-02-23 16:44:00,C0114,P025,Mobile App,PAY000434,Bank Transfer,1,25900.0,0.1,23310.0,2026-02-23T19:04:00
ORD000435,2026-02-13 04:16:00,C0130,P010,Mobile App,PAY000435,PromptPay,2,891.0,0.05,1692.9,2026-02-13T06:40:00
ORD000437,2026-02-24 08:52:00,C0059,P014,Web,PAY000437,PromptPay,2,990.0,0.0,1980.0,2026-02-24T11:51:00
ORD000439,2026-02-20 02:29:00,C0112,P002,Mobile App,PAY000439,Credit Card,3,1564.5,0.0,4693.5,2026-02-20T05:19:00
ORD000440,2026-02-22 17:06:00,C0063,P008,Web,PAY000440,Credit Card,2,449.1,0.0,898.2,2026-02-22T18:29:00
